source,destination,distance_km,base_time_hr,road_type,road_type_code,src_lat,src_lon,dst_lat,dst_lon
Bhubaneswar,Pune,1270.3,16.94,highway,2,20.2961,85.8245,18.5204,73.8567
Pune,Guwahati,2022.1,26.96,highway,2,18.5204,73.8567,26.1445,91.7362
Guwahati,Pune,2022.1,26.96,highway,2,26.1445,91.7362,18.5204,73.8567
Pune,Ranchi,1304.1,17.39,highway,2,18.5204,73.8567,23.3441,85.3096
Ranchi,Pune,1304.1,17.39,highway,2,23.3441,85.3096,18.5204,73.8567
Nashik,Nagpur,566.8,7.56,highway,2,20.0006,73.7828,21.1458,79.0882
Nagpur,Nashik,566.8,7.56,highway,2,21.1458,79.0882,20.0006,73.7828
Nashik,Ahmedabad,358.6,4.78,highway,2,20.0006,73.7828,23.0225,72.5714
Ahmedabad,Nashik,358.6,4.78,highway,2,23.0225,72.5714,20.0006,73.7828
Nashik,Surat,163.5,2.97,regional,1,20.0006,73.7828,21.1702,72.8311
Surat,Nashik,163.5,2.97,regional,1,21.1702,72.8311,20.0006,73.7828
Nashik,Vadodara,264.0,3.52,highway,2,20.0006,73.7828,22.3072,73.1812
Vadodara,Nashik,264.0,3.52,highway,2,22.3072,73.1812,20.0006,73.7828
Nashik,Rajkot,401.4,5.35,highway,2,20.0006,73.7828,22.3039,70.8022
Rajkot,Nashik,401.4,5.35,highway,2,22.3039,70.8022,20.0006,73.7828
Nashik,Indore,370.9,4.95,highway,2,20.0006,73.7828,22.7196,75.8577
Indore,Nashik,370.9,4.95,highway,2,22.7196,75.8577,20.0006,73.7828
Nashik,Bhopal,521.6,6.95,highway,2,20.0006,73.7828,23.2599,77.4126
Bhopal,Nashik,521.6,6.95,highway,2,23.2599,77.4126,20.0006,73.7828
Nashik,Bangalore,880.8,11.74,highway,2,20.0006,73.7828,12.9716,77.5946
Bangalore,Nashik,880.8,11.74,highway,2,12.9716,77.5946,20.0006,73.7828
Nashik,Chennai,1034.0,13.79,highway,2,20.0006,73.7828,13.0827,80.2707
Chennai,Nashik,1034.0,13.79,highway,2,13.0827,80.2707,20.0006,73.7828
Nashik,Hyderabad,574.5,7.66,highway,2,20.0006,73.7828,17.385,78.4867
Hyderabad,Nashik,574.5,7.66,highway,2,17.385,78.4867,20.0006,73.7828
Nashik,Kochi,1150.9,15.35,highway,2,20.0006,73.7828,9.9312,76.2673
Kochi,Nashik,1150.9,15.35,highway,2,9.9312,76.2673,20.0006,73.7828
Nashik,Coimbatore,1055.1,14.07,highway,2,20.0006,73.7828,11.0168,76.9558
Coimbatore,Nashik,1055.1,14.07,highway,2,11.0168,76.9558,20.0006,73.7828
Nashik,Kolkata,1536.8,20.49,highway,2,20.0006,73.7828,22.5726,88.3639
Kolkata,Nashik,1536.8,20.49,highway,2,22.5726,88.3639,20.0006,73.7828
Nashik,Patna,1318.8,17.58,highway,2,20.0006,73.7828,25.5941,85.1376
Patna,Nashik,1318.8,17.58,highway,2,25.5941,85.1376,20.0006,73.7828
Nashik,Bhubaneswar,1257.2,16.76,highway,2,20.0006,73.7828,20.2961,85.8245
Bhubaneswar,Nashik,1257.2,16.76,highway,2,20.2961,85.8245,20.0006,73.7828
Nashik,Guwahati,1957.2,26.1,highway,2,20.0006,73.7828,26.1445,91.7362
Guwahati,Nashik,1957.2,26.1,highway,2,26.1445,91.7362,20.0006,73.7828
Nashik,Ranchi,1247.3,16.63,highway,2,20.0006,73.7828,23.3441,85.3096
Ranchi,Nashik,1247.3,16.63,highway,2,23.3441,85.3096,20.0006,73.7828
Nagpur,Ahmedabad,703.1,9.37,highway,2,21.1458,79.0882,23.0225,72.5714
Ahmedabad,Nagpur,703.1,9.37,highway,2,23.0225,72.5714,21.1458,79.0882
Nagpur,Surat,648.8,8.65,highway,2,21.1458,79.0882,21.1702,72.8311
Surat,Nagpur,648.8,8.65,highway,2,21.1702,72.8311,21.1458,79.0882
Nagpur,Vadodara,623.6,8.32,highway,2,21.1458,79.0882,22.3072,73.1812
Vadodara,Nagpur,623.6,8.32,highway,2,22.3072,73.1812,21.1458,79.0882
Nagpur,Rajkot,865.4,11.54,highway,2,21.1458,79.0882,22.3039,70.8022
Rajkot,Nagpur,865.4,11.54,highway,2,22.3039,70.8022,21.1458,79.0882
Nagpur,Indore,376.4,5.02,highway,2,21.1458,79.0882,22.7196,75.8577
Indore,Nagpur,376.4,5.02,highway,2,22.7196,75.8577,21.1458,79.0882
Nagpur,Bhopal,291.6,3.89,highway,2,21.1458,79.0882,23.2599,77.4126
Bhopal,Nagpur,291.6,3.89,highway,2,23.2599,77.4126,21.1458,79.0882
Nagpur,Bangalore,922.7,12.3,highway,2,21.1458,79.0882,12.9716,77.5946
Bangalore,Nagpur,922.7,12.3,highway,2,12.9716,77.5946,21.1458,79.0882
Nagpur,Chennai,905.3,12.07,highway,2,21.1458,79.0882,13.0827,80.2707
Chennai,Nagpur,905.3,12.07,highway,2,13.0827,80.2707,21.1458,79.0882
Nagpur,Hyderabad,422.9,5.64,highway,2,21.1458,79.0882,17.385,78.4867
Hyderabad,Nagpur,422.9,5.64,highway,2,17.385,78.4867,21.1458,79.0882
Nagpur,Kochi,1283.0,17.11,highway,2,21.1458,79.0882,9.9312,76.2673
Kochi,Nagpur,1283.0,17.11,highway,2,9.9312,76.2673,21.1458,79.0882
Nagpur,Coimbatore,1149.0,15.32,highway,2,21.1458,79.0882,11.0168,76.9558
Coimbatore,Nagpur,1149.0,15.32,highway,2,11.0168,76.9558,21.1458,79.0882
Nagpur,Kolkata,970.1,12.94,highway,2,21.1458,79.0882,22.5726,88.3639
Kolkata,Nagpur,970.1,12.94,highway,2,22.5726,88.3639,21.1458,79.0882
Nagpur,Patna,790.9,10.55,highway,2,21.1458,79.0882,25.5941,85.1376
Patna,Nagpur,790.9,10.55,highway,2,25.5941,85.1376,21.1458,79.0882
Nagpur,Bhubaneswar,706.9,9.42,highway,2,21.1458,79.0882,20.2961,85.8245
Bhubaneswar,Nagpur,706.9,9.42,highway,2,20.2961,85.8245,21.1458,79.0882
Nagpur,Guwahati,1402.1,18.7,highway,2,21.1458,79.0882,26.1445,91.7362
Guwahati,Nagpur,1402.1,18.7,highway,2,26.1445,91.7362,21.1458,79.0882
Nagpur,Ranchi,685.3,9.14,highway,2,21.1458,79.0882,23.3441,85.3096
Ranchi,Nagpur,685.3,9.14,highway,2,23.3441,85.3096,21.1458,79.0882
Ahmedabad,Surat,207.7,3.78,regional,1,23.0225,72.5714,21.1702,72.8311
Surat,Ahmedabad,207.7,3.78,regional,1,21.1702,72.8311,23.0225,72.5714
Ahmedabad,Vadodara,101.2,1.84,regional,1,23.0225,72.5714,22.3072,73.1812
Vadodara,Ahmedabad,101.2,1.84,regional,1,22.3072,73.1812,23.0225,72.5714
Ahmedabad,Rajkot,198.3,3.61,regional,1,23.0225,72.5714,22.3039,70.8022
Rajkot,Ahmedabad,198.3,3.61,regional,1,22.3039,70.8022,23.0225,72.5714
Ahmedabad,Indore,338.4,4.51,highway,2,23.0225,72.5714,22.7196,75.8577
Indore,Ahmedabad,338.4,4.51,highway,2,22.7196,75.8577,23.0225,72.5714
Ahmedabad,Bhopal,495.7,6.61,highway,2,23.0225,72.5714,23.2599,77.4126
Bhopal,Ahmedabad,495.7,6.61,highway,2,23.2599,77.4126,23.0225,72.5714
Ahmedabad,Bangalore,1237.0,16.49,highway,2,23.0225,72.5714,12.9716,77.5946
Bangalore,Ahmedabad,1237.0,16.49,highway,2,12.9716,77.5946,23.0225,72.5714
Ahmedabad,Chennai,1371.8,18.29,highway,2,23.0225,72.5714,13.0827,80.2707
Chennai,Ahmedabad,1371.8,18.29,highway,2,13.0827,80.2707,23.0225,72.5714
Ahmedabad,Hyderabad,879.5,11.73,highway,2,23.0225,72.5714,17.385,78.4867
Hyderabad,Ahmedabad,879.5,11.73,highway,2,17.385,78.4867,23.0225,72.5714
Ahmedabad,Kochi,1507.8,20.1,highway,2,23.0225,72.5714,9.9312,76.2673
Kochi,Ahmedabad,1507.8,20.1,highway,2,9.9312,76.2673,23.0225,72.5714
Ahmedabad,Coimbatore,1413.7,18.85,highway,2,23.0225,72.5714,11.0168,76.9558
Coimbatore,Ahmedabad,1413.7,18.85,highway,2,11.0168,76.9558,23.0225,72.5714
Ahmedabad,Kolkata,1618.9,21.58,highway,2,23.0225,72.5714,22.5726,88.3639
Kolkata,Ahmedabad,1618.9,21.58,highway,2,22.5726,88.3639,23.0225,72.5714
Ahmedabad,Patna,1304.5,17.39,highway,2,23.0225,72.5714,25.5941,85.1376
Patna,Ahmedabad,1304.5,17.39,highway,2,25.5941,85.1376,23.0225,72.5714
Ahmedabad,Bhubaneswar,1402.2,18.7,highway,2,23.0225,72.5714,20.2961,85.8245
Bhubaneswar,Ahmedabad,1402.2,18.7,highway,2,20.2961,85.8245,23.0225,72.5714
Ahmedabad,Guwahati,1966.8,26.22,highway,2,23.0225,72.5714,26.1445,91.7362
Guwahati,Ahmedabad,1966.8,26.22,highway,2,26.1445,91.7362,23.0225,72.5714
Ahmedabad,Ranchi,1302.1,17.36,highway,2,23.0225,72.5714,23.3441,85.3096
Ranchi,Ahmedabad,1302.1,17.36,highway,2,23.3441,85.3096,23.0225,72.5714
Surat,Vadodara,131.5,2.39,regional,1,21.1702,72.8311,22.3072,73.1812
Vadodara,Surat,131.5,2.39,regional,1,22.3072,73.1812,21.1702,72.8311
Surat,Rajkot,244.6,4.45,regional,1,21.1702,72.8311,22.3039,70.8022
Rajkot,Surat,244.6,4.45,regional,1,22.3039,70.8022,21.1702,72.8311
Surat,Indore,356.5,4.75,highway,2,21.1702,72.8311,22.7196,75.8577
Indore,Surat,356.5,4.75,highway,2,22.7196,75.8577,21.1702,72.8311
Surat,Bhopal,525.7,7.01,highway,2,21.1702,72.8311,23.2599,77.4126
Bhopal,Surat,525.7,7.01,highway,2,23.2599,77.4126,21.1702,72.8311
Surat,Bangalore,1042.5,13.9,highway,2,21.1702,72.8311,12.9716,77.5946
Bangalore,Surat,1042.5,13.9,highway,2,12.9716,77.5946,21.1702,72.8311
Surat,Chennai,1196.8,15.96,highway,2,21.1702,72.8311,13.0827,80.2707
Chennai,Surat,1196.8,15.96,highway,2,13.0827,80.2707,21.1702,72.8311
Surat,Hyderabad,727.5,9.7,highway,2,21.1702,72.8311,17.385,78.4867
Hyderabad,Surat,727.5,9.7,highway,2,17.385,78.4867,21.1702,72.8311
Surat,Kochi,1302.6,17.37,highway,2,21.1702,72.8311,9.9312,76.2673
Kochi,Surat,1302.6,17.37,highway,2,9.9312,76.2673,21.1702,72.8311
Surat,Coimbatore,1211.7,16.16,highway,2,21.1702,72.8311,11.0168,76.9558
Coimbatore,Surat,1211.7,16.16,highway,2,11.0168,76.9558,21.1702,72.8311
Surat,Kolkata,1609.7,21.46,highway,2,21.1702,72.8311,22.5726,88.3639
Kolkata,Surat,1609.7,21.46,highway,2,22.5726,88.3639,21.1702,72.8311
Surat,Patna,1348.1,17.98,highway,2,21.1702,72.8311,25.5941,85.1376
Patna,Surat,1348.1,17.98,highway,2,25.5941,85.1376,21.1702,72.8311
Surat,Bhubaneswar,1354.3,18.06,highway,2,21.1702,72.8311,20.2961,85.8245
Bhubaneswar,Surat,1354.3,18.06,highway,2,20.2961,85.8245,21.1702,72.8311
Surat,Guwahati,2001.1,26.68,highway,2,21.1702,72.8311,26.1445,91.7362
Guwahati,Surat,2001.1,26.68,highway,2,26.1445,91.7362,21.1702,72.8311
Surat,Ranchi,1306.2,17.42,highway,2,21.1702,72.8311,23.3441,85.3096
Ranchi,Surat,1306.2,17.42,highway,2,23.3441,85.3096,21.1702,72.8311
Vadodara,Rajkot,244.7,4.45,regional,1,22.3072,73.1812,22.3039,70.8022
Rajkot,Vadodara,244.7,4.45,regional,1,22.3039,70.8022,22.3072,73.1812
Vadodara,Indore,278.7,3.72,highway,2,22.3072,73.1812,22.7196,75.8577
Indore,Vadodara,278.7,3.72,highway,2,22.7196,75.8577,22.3072,73.1812
Vadodara,Bhopal,446.5,5.95,highway,2,22.3072,73.1812,23.2599,77.4126
Bhopal,Vadodara,446.5,5.95,highway,2,23.2599,77.4126,22.3072,73.1812
Vadodara,Bangalore,1138.3,15.18,highway,2,22.3072,73.1812,12.9716,77.5946
Bangalore,Vadodara,1138.3,15.18,highway,2,12.9716,77.5946,22.3072,73.1812
Vadodara,Chennai,1270.6,16.94,highway,2,22.3072,73.1812,13.0827,80.2707
Chennai,Vadodara,1270.6,16.94,highway,2,13.0827,80.2707,22.3072,73.1812
Vadodara,Hyderabad,779.2,10.39,highway,2,22.3072,73.1812,17.385,78.4867
Hyderabad,Vadodara,779.2,10.39,highway,2,17.385,78.4867,22.3072,73.1812
Vadodara,Kochi,1414.9,18.87,highway,2,22.3072,73.1812,9.9312,76.2673
Kochi,Vadodara,1414.9,18.87,highway,2,9.9312,76.2673,22.3072,73.1812
Vadodara,Coimbatore,1318.0,17.57,highway,2,22.3072,73.1812,11.0168,76.9558
Coimbatore,Vadodara,1318.0,17.57,highway,2,11.0168,76.9558,22.3072,73.1812
Vadodara,Kolkata,1560.0,20.8,highway,2,22.3072,73.1812,22.5726,88.3639
Kolkata,Vadodara,1560.0,20.8,highway,2,22.5726,88.3639,22.3072,73.1812
Vadodara,Patna,1268.2,16.91,highway,2,22.3072,73.1812,25.5941,85.1376
Patna,Vadodara,1268.2,16.91,highway,2,25.5941,85.1376,22.3072,73.1812
Vadodara,Bhubaneswar,1328.3,17.71,highway,2,22.3072,73.1812,20.2961,85.8245
Bhubaneswar,Vadodara,1328.3,17.71,highway,2,20.2961,85.8245,22.3072,73.1812
Vadodara,Guwahati,1927.4,25.7,highway,2,22.3072,73.1812,26.1445,91.7362
Guwahati,Vadodara,1927.4,25.7,highway,2,26.1445,91.7362,22.3072,73.1812
Vadodara,Ranchi,1248.0,16.64,highway,2,22.3072,73.1812,23.3441,85.3096
Ranchi,Vadodara,1248.0,16.64,highway,2,23.3441,85.3096,22.3072,73.1812
Rajkot,Indore,521.3,6.95,highway,2,22.3039,70.8022,22.7196,75.8577
Indore,Rajkot,521.3,6.95,highway,2,22.7196,75.8577,22.3039,70.8022
Rajkot,Bhopal,685.9,9.15,highway,2,22.3039,70.8022,23.2599,77.4126
Bhopal,Rajkot,685.9,9.15,highway,2,23.2599,77.4126,22.3039,70.8022
Rajkot,Bangalore,1262.3,16.83,highway,2,22.3039,70.8022,12.9716,77.5946
Bangalore,Rajkot,1262.3,16.83,highway,2,12.9716,77.5946,22.3039,70.8022
Rajkot,Chennai,1433.3,19.11,highway,2,22.3039,70.8022,13.0827,80.2707
Chennai,Rajkot,1433.3,19.11,highway,2,13.0827,80.2707,22.3039,70.8022
Rajkot,Hyderabad,971.8,12.96,highway,2,22.3039,70.8022,17.385,78.4867
Hyderabad,Rajkot,971.8,12.96,highway,2,17.385,78.4867,22.3039,70.8022
Rajkot,Kochi,1494.0,19.92,highway,2,22.3039,70.8022,9.9312,76.2673
Kochi,Rajkot,1494.0,19.92,highway,2,9.9312,76.2673,22.3039,70.8022
Rajkot,Coimbatore,1415.3,18.87,highway,2,22.3039,70.8022,11.0168,76.9558
Coimbatore,Rajkot,1415.3,18.87,highway,2,11.0168,76.9558,22.3039,70.8022
Rajkot,Kolkata,1804.1,24.06,highway,2,22.3039,70.8022,22.5726,88.3639
Kolkata,Rajkot,1804.1,24.06,highway,2,22.5726,88.3639,22.3039,70.8022
Rajkot,Patna,1501.1,20.01,highway,2,22.3039,70.8022,25.5941,85.1376
Patna,Rajkot,1501.1,20.01,highway,2,25.5941,85.1376,22.3039,70.8022
Rajkot,Bhubaneswar,1571.5,20.95,highway,2,22.3039,70.8022,20.2961,85.8245
Bhubaneswar,Rajkot,1571.5,20.95,highway,2,20.2961,85.8245,22.3039,70.8022
Rajkot,Guwahati,2162.7,28.84,highway,2,22.3039,70.8022,26.1445,91.7362
Guwahati,Rajkot,2162.7,28.84,highway,2,26.1445,91.7362,22.3039,70.8022
Rajkot,Ranchi,1490.7,19.88,highway,2,22.3039,70.8022,23.3441,85.3096
Ranchi,Rajkot,1490.7,19.88,highway,2,23.3441,85.3096,22.3039,70.8022
Indore,Bhopal,170.1,3.09,regional,1,22.7196,75.8577,23.2599,77.4126
Bhopal,Indore,170.1,3.09,regional,1,23.2599,77.4126,22.7196,75.8577
Indore,Bangalore,1099.4,14.66,highway,2,22.7196,75.8577,12.9716,77.5946
Bangalore,Indore,1099.4,14.66,highway,2,12.9716,77.5946,22.7196,75.8577
Indore,Chennai,1168.6,15.58,highway,2,22.7196,75.8577,13.0827,80.2707
Chennai,Indore,1168.6,15.58,highway,2,13.0827,80.2707,22.7196,75.8577
Indore,Hyderabad,653.6,8.71,highway,2,22.7196,75.8577,17.385,78.4867
Hyderabad,Indore,653.6,8.71,highway,2,17.385,78.4867,22.7196,75.8577
Indore,Kochi,1422.7,18.97,highway,2,22.7196,75.8577,9.9312,76.2673
Kochi,Indore,1422.7,18.97,highway,2,9.9312,76.2673,22.7196,75.8577
Indore,Coimbatore,1306.5,17.42,highway,2,22.7196,75.8577,11.0168,76.9558
Coimbatore,Indore,1306.5,17.42,highway,2,11.0168,76.9558,22.7196,75.8577
Indore,Kolkata,1283.1,17.11,highway,2,22.7196,75.8577,22.5726,88.3639
Kolkata,Indore,1283.1,17.11,highway,2,22.5726,88.3639,22.7196,75.8577
Indore,Patna,994.0,13.25,highway,2,22.7196,75.8577,25.5941,85.1376
Patna,Indore,994.0,13.25,highway,2,25.5941,85.1376,22.7196,75.8577
Indore,Bhubaneswar,1065.4,14.21,highway,2,22.7196,75.8577,20.2961,85.8245
Bhubaneswar,Indore,1065.4,14.21,highway,2,20.2961,85.8245,22.7196,75.8577
Indore,Guwahati,1650.8,22.01,highway,2,22.7196,75.8577,26.1445,91.7362
Guwahati,Indore,1650.8,22.01,highway,2,26.1445,91.7362,22.7196,75.8577
Indore,Ranchi,969.5,12.93,highway,2,22.7196,75.8577,23.3441,85.3096
Ranchi,Indore,969.5,12.93,highway,2,23.3441,85.3096,22.7196,75.8577
Bhopal,Bangalore,1144.2,15.26,highway,2,23.2599,77.4126,12.9716,77.5946
Bangalore,Bhopal,1144.2,15.26,highway,2,12.9716,77.5946,23.2599,77.4126
Bhopal,Chennai,1171.1,15.61,highway,2,23.2599,77.4126,13.0827,80.2707
Chennai,Bhopal,1171.1,15.61,highway,2,13.0827,80.2707,23.2599,77.4126
Bhopal,Hyderabad,662.8,8.84,highway,2,23.2599,77.4126,17.385,78.4867
Hyderabad,Bhopal,662.8,8.84,highway,2,17.385,78.4867,23.2599,77.4126
Bhopal,Kochi,1487.1,19.83,highway,2,23.2599,77.4126,9.9312,76.2673
Kochi,Bhopal,1487.1,19.83,highway,2,9.9312,76.2673,23.2599,77.4126
Bhopal,Coimbatore,1362.2,18.16,highway,2,23.2599,77.4126,11.0168,76.9558
Coimbatore,Bhopal,1362.2,18.16,highway,2,11.0168,76.9558,23.2599,77.4126
Bhopal,Kolkata,1124.0,14.99,highway,2,23.2599,77.4126,22.5726,88.3639
Kolkata,Bhopal,1124.0,14.99,highway,2,22.5726,88.3639,23.2599,77.4126
Bhopal,Patna,823.9,10.98,highway,2,23.2599,77.4126,25.5941,85.1376
Patna,Bhopal,823.9,10.98,highway,2,25.5941,85.1376,23.2599,77.4126
Bhopal,Bhubaneswar,928.8,12.38,highway,2,23.2599,77.4126,20.2961,85.8245
Bhubaneswar,Bhopal,928.8,12.38,highway,2,20.2961,85.8245,23.2599,77.4126
Bhopal,Guwahati,1481.2,19.75,highway,2,23.2599,77.4126,26.1445,91.7362
Guwahati,Bhopal,1481.2,19.75,highway,2,26.1445,91.7362,23.2599,77.4126
Bhopal,Ranchi,806.4,10.75,highway,2,23.2599,77.4126,23.3441,85.3096
Ranchi,Bhopal,806.4,10.75,highway,2,23.3441,85.3096,23.2599,77.4126
Bangalore,Chennai,290.2,3.87,highway,2,12.9716,77.5946,13.0827,80.2707
Chennai,Bangalore,290.2,3.87,highway,2,13.0827,80.2707,12.9716,77.5946
Bangalore,Hyderabad,500.0,6.67,highway,2,12.9716,77.5946,17.385,78.4867
Hyderabad,Bangalore,500.0,6.67,highway,2,17.385,78.4867,12.9716,77.5946
Bangalore,Kochi,367.7,4.9,highway,2,12.9716,77.5946,9.9312,76.2673
Kochi,Bangalore,367.7,4.9,highway,2,9.9312,76.2673,12.9716,77.5946
Bangalore,Coimbatore,228.2,4.15,regional,1,12.9716,77.5946,11.0168,76.9558
Coimbatore,Bangalore,228.2,4.15,regional,1,11.0168,76.9558,12.9716,77.5946
Bangalore,Kolkata,1560.7,20.81,highway,2,12.9716,77.5946,22.5726,88.3639
Kolkata,Bangalore,1560.7,20.81,highway,2,22.5726,88.3639,12.9716,77.5946
Bangalore,Patna,1610.3,21.47,highway,2,12.9716,77.5946,25.5941,85.1376
Patna,Bangalore,1610.3,21.47,highway,2,25.5941,85.1376,12.9716,77.5946
Bangalore,Bhubaneswar,1196.1,15.95,highway,2,12.9716,77.5946,20.2961,85.8245
Bhubaneswar,Bangalore,1196.1,15.95,highway,2,20.2961,85.8245,12.9716,77.5946
Bangalore,Guwahati,2080.0,27.73,highway,2,12.9716,77.5946,26.1445,91.7362
Guwahati,Bangalore,2080.0,27.73,highway,2,26.1445,91.7362,12.9716,77.5946
Bangalore,Ranchi,1411.5,18.82,highway,2,12.9716,77.5946,23.3441,85.3096
Ranchi,Bangalore,1411.5,18.82,highway,2,23.3441,85.3096,12.9716,77.5946
Chennai,Hyderabad,515.2,6.87,highway,2,13.0827,80.2707,17.385,78.4867
Hyderabad,Chennai,515.2,6.87,highway,2,17.385,78.4867,13.0827,80.2707
Chennai,Kochi,559.5,7.46,highway,2,13.0827,80.2707,9.9312,76.2673
Kochi,Chennai,559.5,7.46,highway,2,9.9312,76.2673,13.0827,80.2707
Chennai,Coimbatore,427.4,5.7,highway,2,13.0827,80.2707,11.0168,76.9558
Coimbatore,Chennai,427.4,5.7,highway,2,11.0168,76.9558,13.0827,80.2707
Chennai,Kolkata,1358.4,18.11,highway,2,13.0827,80.2707,22.5726,88.3639
Kolkata,Chennai,1358.4,18.11,highway,2,22.5726,88.3639,13.0827,80.2707
Chennai,Patna,1481.5,19.75,highway,2,13.0827,80.2707,25.5941,85.1376
Patna,Chennai,1481.5,19.75,highway,2,25.5941,85.1376,13.0827,80.2707
Chennai,Bhubaneswar,996.3,13.28,highway,2,13.0827,80.2707,20.2961,85.8245
Bhubaneswar,Chennai,996.3,13.28,highway,2,20.2961,85.8245,13.0827,80.2707
Chennai,Guwahati,1882.2,25.1,highway,2,13.0827,80.2707,26.1445,91.7362
Guwahati,Chennai,1882.2,25.1,highway,2,26.1445,91.7362,13.0827,80.2707
Chennai,Ranchi,1258.6,16.78,highway,2,13.0827,80.2707,23.3441,85.3096
Ranchi,Chennai,1258.6,16.78,highway,2,23.3441,85.3096,13.0827,80.2707
Hyderabad,Kochi,862.8,11.5,highway,2,17.385,78.4867,9.9312,76.2673
Kochi,Hyderabad,862.8,11.5,highway,2,9.9312,76.2673,17.385,78.4867
Hyderabad,Coimbatore,727.1,9.69,highway,2,17.385,78.4867,11.0168,76.9558
Coimbatore,Hyderabad,727.1,9.69,highway,2,11.0168,76.9558,17.385,78.4867
Hyderabad,Kolkata,1181.9,15.76,highway,2,17.385,78.4867,22.5726,88.3639
Kolkata,Hyderabad,1181.9,15.76,highway,2,22.5726,88.3639,17.385,78.4867
Hyderabad,Patna,1142.6,15.23,highway,2,17.385,78.4867,25.5941,85.1376
Patna,Hyderabad,1142.6,15.23,highway,2,25.5941,85.1376,17.385,78.4867
Hyderabad,Bhubaneswar,837.2,11.16,highway,2,17.385,78.4867,20.2961,85.8245
Bhubaneswar,Hyderabad,837.2,11.16,highway,2,20.2961,85.8245,17.385,78.4867
Hyderabad,Guwahati,1677.6,22.37,highway,2,17.385,78.4867,26.1445,91.7362
Guwahati,Hyderabad,1677.6,22.37,highway,2,26.1445,91.7362,17.385,78.4867
Hyderabad,Ranchi,971.7,12.96,highway,2,17.385,78.4867,23.3441,85.3096
Ranchi,Hyderabad,971.7,12.96,highway,2,23.3441,85.3096,17.385,78.4867
Kochi,Coimbatore,142.3,2.59,regional,1,9.9312,76.2673,11.0168,76.9558
Coimbatore,Kochi,142.3,2.59,regional,1,11.0168,76.9558,9.9312,76.2673
Kochi,Kolkata,1906.4,25.42,highway,2,9.9312,76.2673,22.5726,88.3639
Kolkata,Kochi,1906.4,25.42,highway,2,22.5726,88.3639,9.9312,76.2673
Kochi,Patna,1976.9,26.36,highway,2,9.9312,76.2673,25.5941,85.1376
Patna,Kochi,1976.9,26.36,highway,2,25.5941,85.1376,9.9312,76.2673
Kochi,Bhubaneswar,1541.8,20.56,highway,2,9.9312,76.2673,20.2961,85.8245
Bhubaneswar,Kochi,1541.8,20.56,highway,2,20.2961,85.8245,9.9312,76.2673
Kochi,Guwahati,2429.0,32.39,highway,2,9.9312,76.2673,26.1445,91.7362
Guwahati,Kochi,2429.0,32.39,highway,2,26.1445,91.7362,9.9312,76.2673
Kochi,Ranchi,1774.0,23.65,highway,2,9.9312,76.2673,23.3441,85.3096
Ranchi,Kochi,1774.0,23.65,highway,2,23.3441,85.3096,9.9312,76.2673
Coimbatore,Kolkata,1766.1,23.55,highway,2,11.0168,76.9558,22.5726,88.3639
Kolkata,Coimbatore,1766.1,23.55,highway,2,22.5726,88.3639,11.0168,76.9558
Coimbatore,Patna,1835.2,24.47,highway,2,11.0168,76.9558,25.5941,85.1376
Patna,Coimbatore,1835.2,24.47,highway,2,25.5941,85.1376,11.0168,76.9558
Coimbatore,Bhubaneswar,1401.3,18.68,highway,2,11.0168,76.9558,20.2961,85.8245
Bhubaneswar,Coimbatore,1401.3,18.68,highway,2,20.2961,85.8245,11.0168,76.9558
Coimbatore,Guwahati,2288.2,30.51,highway,2,11.0168,76.9558,26.1445,91.7362
Guwahati,Coimbatore,2288.2,30.51,highway,2,26.1445,91.7362,11.0168,76.9558
Coimbatore,Ranchi,1631.7,21.76,highway,2,11.0168,76.9558,23.3441,85.3096
Ranchi,Coimbatore,1631.7,21.76,highway,2,23.3441,85.3096,11.0168,76.9558
Kolkata,Patna,469.2,6.26,highway,2,22.5726,88.3639,25.5941,85.1376
Patna,Kolkata,469.2,6.26,highway,2,25.5941,85.1376,22.5726,88.3639
Kolkata,Bhubaneswar,364.9,4.87,highway,2,22.5726,88.3639,20.2961,85.8245
Bhubaneswar,Kolkata,364.9,4.87,highway,2,20.2961,85.8245,22.5726,88.3639
Kolkata,Guwahati,523.8,6.98,highway,2,22.5726,88.3639,26.1445,91.7362
Guwahati,Kolkata,523.8,6.98,highway,2,26.1445,91.7362,22.5726,88.3639
Kolkata,Ranchi,324.3,4.32,highway,2,22.5726,88.3639,23.3441,85.3096
Ranchi,Kolkata,324.3,4.32,highway,2,23.3441,85.3096,22.5726,88.3639
Patna,Bhubaneswar,593.3,7.91,highway,2,25.5941,85.1376,20.2961,85.8245
Bhubaneswar,Patna,593.3,7.91,highway,2,20.2961,85.8245,25.5941,85.1376
Patna,Guwahati,663.0,8.84,highway,2,25.5941,85.1376,26.1445,91.7362
Guwahati,Patna,663.0,8.84,highway,2,26.1445,91.7362,25.5941,85.1376
Patna,Ranchi,250.8,3.34,highway,2,25.5941,85.1376,23.3441,85.3096
Ranchi,Patna,250.8,3.34,highway,2,23.3441,85.3096,25.5941,85.1376
Bhubaneswar,Guwahati,887.3,11.83,highway,2,20.2961,85.8245,26.1445,91.7362
Guwahati,Bhubaneswar,887.3,11.83,highway,2,26.1445,91.7362,20.2961,85.8245
Bhubaneswar,Ranchi,343.1,4.57,highway,2,20.2961,85.8245,23.3441,85.3096
